filename,ai_generated,real
12941_jpg.rf.e3c437cea36ca282bc1edb0e23b0148a.jpg,1,0
000001-4999-_jpg.rf.0c41a023ba1d9a3a3b3615f6cda3353a.jpg,0,1
000001-5951-_jpg.rf.341d226fd6b565c6368260264ad7edcf.jpg,0,1
19808_png.rf.387ded75f0de4a423ffcf700a5911e32.jpg,1,0
15088_png.rf.87c7a19733799009ad37ffd15dfadfb0.jpg,1,0
21465_png.rf.8758dbf63163e3f61d9210bcf051e72b.jpg,1,0
2296_jpg.rf.97cf1474e43e2d6db92480dfe6ded62e.jpg,0,1
10081_jpg.rf.515c9c361d7adf942853a5cf61ffda32.jpg,1,0
10574_jpg.rf.591136341bcd65ae68e7a26e96fd3c2c.jpg,1,0
000001-6465-_jpg.rf.17ca7e771340d05c1b005ed6c83f141f.jpg,0,1
1832_jpg.rf.5f2b520ecdaaa82e271aa8bd4d3a73a3.jpg,0,1
11761_jpg.rf.7effd88100fa700269d7f0a0e6934bb8.jpg,1,0
500_jpg.rf.6856f0baf95b83d1f42524c21418a82b.jpg,0,1
23161_png.rf.8e8cb2574312d9829b11aea05fd97ef9.jpg,1,0
21945_png.rf.0e672d4dfe54be287109c6094cc0474a.jpg,1,0
000001-13161-_jpg.rf.f52ebb392f2c10a2d67aec7de406c7c9.jpg,0,1
14823_png.rf.d7a6004c8bd6482dec4c72cfdb56d21e.jpg,1,0
000001-5324-_jpg.rf.de8751c6a6adfe9b9bccbe811b745594.jpg,0,1
13986_png.rf.1ca48147f5a091a71775c37af2d11d3d.jpg,1,0
11848_jpg.rf.c5eaf063bd0c920ad91a793257b2e308.jpg,1,0
000001-10071-_jpg.rf.12589d0a01ec7dc0cac9758970ba8b48.jpg,0,1
000001-1411-_jpg.rf.2940e13df26cce7eefc84e08a6eb600a.jpg,0,1
000001-6458-_jpg.rf.c256d9c0cfdeeed0ffa9905952a58ca3.jpg,0,1
1543_jpg.rf.52322984fffb6450fee4ae05d21b6518.jpg,0,1
000001-12684-_jpg.rf.26d54b26f681b53cd52fe66c80839545.jpg,0,1
000001-4161-_jpg.rf.e79dec10fea59c878f9cf579cab63182.jpg,0,1
000001-7180-_jpg.rf.8d6f007c2921312b3e600441ebd04315.jpg,0,1
23463_png.rf.a10224aa36a010ecc8cc0bc17283c167.jpg,1,0
000001-9321-_jpg.rf.4597aff18b0c67fa1862ed939063f1c9.jpg,0,1
3378_jpg.rf.dcc63a8e0d8b8b141f065f943fe85d55.jpg,1,0
000001-3807-_jpg.rf.fa0253a9a000633c7290ea6eeca51c24.jpg,0,1
000001-11414-_jpg.rf.947941ddb9ebe02f3a84475041d278ff.jpg,0,1
000001-10091-_jpg.rf.ccad4a0ce307fcd4d67f39a41fb43b6a.jpg,0,1
000001-4484-_jpg.rf.645fe128dbc71b2e589098e2c4940f96.jpg,0,1
000001-7299-_jpg.rf.cea01bc9adfb149bedbce4a189a2e962.jpg,0,1
2420_jpg.rf.3e2e2ceef0e0b486770950e05250301a.jpg,1,0
10569_jpg.rf.ef0697d08bdfc752e202bf3e6a6f530e.jpg,1,0
000001-13368-_jpg.rf.823239111062f0d6c8dded8246825586.jpg,0,1
000001-5786-_jpg.rf.907ba24fb16c2b30487d796500773ab5.jpg,0,1
000001-684-_jpg.rf.0755cb186df958a76a96a503700490b6.jpg,0,1
23560_png.rf.5968308b8b3517029147223f20f0f489.jpg,1,0
000001-9584-_jpg.rf.fc5557f9e202bd8dc78e9278052f9382.jpg,0,1
000001-505-_jpg.rf.a8f005c5e767dc88dd4f3f00831450ad.jpg,0,1
20418_png.rf.ed8bcced80deb394cc3b6d4dc99669be.jpg,1,0
11553_jpg.rf.bc3dfcbb09b601cb56bace302bff43d7.jpg,1,0
000001-3677-_jpg.rf.cb77ef324485bc9392c9e3abe61add71.jpg,0,1
000001-13567-_jpg.rf.7e029180bdabedc2cef1516423fa5485.jpg,0,1
000001-11784-_jpg.rf.e2f75833e7e0fd00a6fc554e3808d9bc.jpg,0,1
14092_png.rf.a717df406ee0849e9f600e41ca802010.jpg,1,0
612_jpg.rf.a885c1bf831879568a644bc6ec1d1f97.jpg,0,1
000001-8076-_jpg.rf.a912cd8096328fe70b7a4f71d16999b6.jpg,0,1
1756_jpg.rf.84cb6f244fcff8521e6479029c986471.jpg,0,1
000001-3912-_jpg.rf.b8057734c0c495475ccc81f1caac3864.jpg,0,1
000001-6891-_jpg.rf.ae18b3bb39367b81b5fef97a2f804565.jpg,0,1
000001-12067-_jpg.rf.ca4f1ee01588015fdc1ac7a1a8431731.jpg,0,1
000001-10097-_jpg.rf.6b290b013c6d62b1e64e1b5da829f3ff.jpg,0,1
18394_png.rf.1117dfa36cff1c5b3088e020a489c464.jpg,1,0
000001-8856-_jpg.rf.8b2999cfdead72725f646346ba03f84a.jpg,0,1
10121_jpg.rf.a3785fbef4b87c4d13a68841ab46c954.jpg,1,0
13087_jpg.rf.a800d32b0638f94697a6d5bac8ad91b9.jpg,1,0
274_jpg.rf.e52640005bce299ac6721d34593f5723.jpg,1,0
000001-11431-_jpg.rf.3f2f068e6449481f7501b5eaaf393938.jpg,0,1
12975_jpg.rf.5246ce2b0876a9f8c3c269b51688244c.jpg,1,0
14589_png.rf.3741d37df963caec5d14c7e24e83f890.jpg,1,0
21487_png.rf.15e4955a4f7f89a8b3127714b02bb19e.jpg,1,0
000001-10127-_jpg.rf.cd43d8fb83113372ae7c990ef404fe05.jpg,0,1
23656_png.rf.86982896faa593d2efa3c7d7ced38b10.jpg,1,0
1347_jpg.rf.c0ea0141fc77141be96bf58551e9e19f.jpg,0,1
000001-10294-_jpg.rf.8b39157d0f29b6c81b1c6107361295fe.jpg,0,1
000001-11643-_jpg.rf.4f1829af06061d1bb58454abe0f37afe.jpg,0,1
000001-3295-_jpg.rf.9334cd84ea178d76e95f03a286bb989e.jpg,0,1
15955_png.rf.6e9eb07d431ca157df2195507842a0ef.jpg,1,0
000001-3146-_jpg.rf.575c4096b77c82ce162aae145733b012.jpg,0,1
12265_jpg.rf.90f8a2fd269b65152bab32bcb70c0854.jpg,1,0
000001-9801-_jpg.rf.4bca1fd204f652d2a925fc9cc26f453d.jpg,0,1
000001-11941-_jpg.rf.3f82cfb8be5bbbbfef602161777449cf.jpg,0,1
10955_jpg.rf.a52a31c2faa43a9c0601f83842aba264.jpg,1,0
000001-8875-_jpg.rf.11060102119be62eac7b5ab89c665b70.jpg,0,1
2325_jpg.rf.0ca741eb265204dda66cad26c28443e9.jpg,0,1
18561_png.rf.66667e6a276b6d1d8e8cc40388f86b40.jpg,1,0
16243_png.rf.3bab0756b54af4896b04a0224648c681.jpg,1,0
18391_png.rf.7d2aa9978fdaef9b36ac37285b30ccf6.jpg,1,0
000001-164-_bmp.rf.479f5aed017066ce0aa7c41b6152028f.jpg,0,1
000001-4568-_jpg.rf.0e795a588b148787c25b7b02a0f8dcd7.jpg,0,1
000001-9403-_jpg.rf.8dac7e6dead4b50f56a6f41a8d2cd627.jpg,0,1
23_jpg.rf.e57b990dd3c30355be408aecdb923605.jpg,1,0
847_jpg.rf.dbe2d16058ec7a60d4078be296a6b5f9.jpg,0,1
000001-14398-_jpg.rf.fbe70361ce977188ccea1a621ba42c5c.jpg,0,1
11189_jpg.rf.63c0a46c5c1e0a6dc3e3d373254a1966.jpg,1,0
1919_jpg.rf.b1d6ff55f225abbd15c2e9ee0c2f5285.jpg,0,1
10841_jpg.rf.1c8895464751e1c8f6e6dac000124239.jpg,1,0
000001-531-_jpg.rf.688d0a93b4276853aec50c2da589aea2.jpg,0,1
11342_jpg.rf.c0b7091ca6db4cd0804986ce2635887c.jpg,1,0
2336_jpg.rf.acb06600d86f969fa711cc433bc2e42d.jpg,0,1
19571_png.rf.233b99b4369fe882ada8e41304ba9e06.jpg,1,0
1498_jpg.rf.6a37a8feba17884c3d20aa91960d5282.jpg,0,1
264_jpg.rf.09ce15494f29e8627575a4e4fde6ea74.jpg,0,1
2139_jpg.rf.550227b09922f7fb5ff947c1b21c2b92.jpg,0,1
2646_jpg.rf.846259f281f14cb64e1658561f4b03e7.jpg,0,1
10920_jpg.rf.d1d817d31ff24450a5307528e2511aac.jpg,1,0
1738_jpg.rf.9c4c1562f48d28d573d4724b6a8f9e00.jpg,0,1
120_jpg.rf.18f2bc91fadce9ad9473b34ef8b93985.jpg,1,0
000001-8144-_jpg.rf.932e381bca4c1061a8734389a52ab388.jpg,0,1
24320_png.rf.3f0ed8b999efd110429864f3cbb4773b.jpg,1,0
000001-2668-_jpg.rf.7f25a700fb7654c4ae4ca8f50c048f20.jpg,0,1
15753_png.rf.d8d4575d61deba5c671007941ab34b8a.jpg,1,0
20280_png.rf.3d94434632a18ccadb1c425645f6351a.jpg,1,0
000001-7538-_jpg.rf.41aef5ac4b0fc007b73fb0c65aaff119.jpg,0,1
000001-7241-_jpg.rf.f342f12da55fdf0ea5fee79ebbd016af.jpg,0,1
18687_png.rf.81e2e5f6c201f92b411320dcc30107b3.jpg,1,0
11580_jpg.rf.62aec5ccfc1bf13a7e507ff220864503.jpg,1,0
000001-14310-_jpg.rf.ab1ef9b3462cef7c6654bb8ad5b80a0a.jpg,0,1
10294_jpg.rf.6e7566036eac7aefe54553da733aae56.jpg,1,0
000001-2705-_jpg.rf.3bbd0860dc3093ee06460b1006c7254f.jpg,0,1
20958_png.rf.d80c4598ebf6dc2383a6f2008de6aa43.jpg,1,0
23475_png.rf.63e410065dc76b7d02509885ec0c66c8.jpg,1,0
25803_png.rf.db7d4d59449723990b3d3b7baf18cbcb.jpg,1,0
1317_jpg.rf.c5519f92667db21df8469f5e32f1d619.jpg,0,1
000001-1584-_jpg.rf.8a43ee77454298b0f7e4dbcf0d2f501b.jpg,0,1
000001-10774-_jpg.rf.eaa7dd4d021aea4594d9c1f555bf89ed.jpg,0,1
3365_jpg.rf.67fe48c7cb55b5076db3cb96457da70b.jpg,1,0
21405_png.rf.9520ac707c2d0cb0fa35e20a25eb1d38.jpg,1,0
000001-3220-_jpg.rf.b6f92d09f55b7add23b82ac4f6f28e20.jpg,0,1
000001-166-_jpg.rf.00feb23736eb743a1ed30f6e9196e561.jpg,0,1
000001-2463-_jpg.rf.09abba535a714ee09b405cbc77658b68.jpg,0,1
23584_png.rf.82ebcfd5276ec6874817113a5ca03370.jpg,1,0
